Destination,Destino,Origin,Origen,Sex,Sexo,Year,Value
Peru,Perú,Thailand,Tailandia,Both sexes combined,Ambos sexos combinados,2020,37
Peru,Perú,Turkey,Turquía,Both sexes combined,Ambos sexos combinados,2020,94
Peru,Perú,Ukraine,Ucrania,Both sexes combined,Ambos sexos combinados,2020,455
Peru,Perú,Egypt,Egipto,Both sexes combined,Ambos sexos combinados,2020,35
Peru,Perú,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,2020,5326
Peru,Perú,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,2020,41292
Peru,Perú,Uruguay,Uruguay,Both sexes combined,Ambos sexos combinados,2020,1384
Peru,Perú,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,2020,941889
Peru,Perú,Other,Otros,Both sexes combined,Ambos sexos combinados,2020,4496
Uruguay,Uruguay,Argentina,Argentina,Both sexes combined,Ambos sexos combinados,2020,33022
Uruguay,Uruguay,Brazil,Brasil,Both sexes combined,Ambos sexos combinados,2020,14762
Uruguay,Uruguay,Canada,Canadá,Both sexes combined,Ambos sexos combinados,2020,372
Uruguay,Uruguay,Chile,Chile,Both sexes combined,Ambos sexos combinados,2020,1536
Uruguay,Uruguay,France,Francia,Both sexes combined,Ambos sexos combinados,2020,560
Uruguay,Uruguay,Germany,Alemania,Both sexes combined,Ambos sexos combinados,2020,1651
Uruguay,Uruguay,Italy,Italia,Both sexes combined,Ambos sexos combinados,2020,8744
Uruguay,Uruguay,Mexico,México,Both sexes combined,Ambos sexos combinados,2020,635
Uruguay,Uruguay,Paraguay,Paraguay,Both sexes combined,Ambos sexos combinados,2020,1225
Uruguay,Uruguay,Peru,Perú,Both sexes combined,Ambos sexos combinados,2020,106
Uruguay,Uruguay,Poland,Polonia,Both sexes combined,Ambos sexos combinados,2020,1390
Uruguay,Uruguay,Portugal,Portugal,Both sexes combined,Ambos sexos combinados,2020,668
Uruguay,Uruguay,Romania,Rumania,Both sexes combined,Ambos sexos combinados,2020,728
Uruguay,Uruguay,Spain,España,Both sexes combined,Ambos sexos combinados,2020,19374
Uruguay,Uruguay,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,Both sexes combined,Ambos sexos combinados,2020,541
Uruguay,Uruguay,United States of America,Estados Unidos de América,Both sexes combined,Ambos sexos combinados,2020,743
Uruguay,Uruguay,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),Both sexes combined,Ambos sexos combinados,2020,14908
Uruguay,Uruguay,Other,Otros,Both sexes combined,Ambos sexos combinados,2020,7302
Anguilla,Anguila,Canada,Canadá,males,Hombres,2020,16
Anguilla,Anguila,Dominican Republic,República Dominicana,males,Hombres,2020,438
Anguilla,Anguila,Guyana,Guyana,males,Hombres,2020,234
Anguilla,Anguila,Jamaica,Jamaica,males,Hombres,2020,276
Anguilla,Anguila,Montserrat,Montserrat,males,Hombres,2020,209
Anguilla,Anguila,Saint Kitts and Nevis,Saint Kitts y Nevis,males,Hombres,2020,614
Anguilla,Anguila,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,males,Hombres,2020,148
Anguilla,Anguila,United States of America,Estados Unidos de América,males,Hombres,2020,136
Anguilla,Anguila,United States Virgin Islands,Islas Vírgenes Estadounidenses,males,Hombres,2020,150
Anguilla,Anguila,Other,Otros,males,Hombres,2020,485
Antigua and Barbuda,Antigua y Barbuda,Australia,Australia,males,Hombres,2020,4
Antigua and Barbuda,Antigua y Barbuda,Bahamas,Bahamas,males,Hombres,2020,1
Antigua and Barbuda,Antigua y Barbuda,Barbados,Barbados,males,Hombres,2020,186
Antigua and Barbuda,Antigua y Barbuda,Bermuda,Bermuda,males,Hombres,2020,9
Antigua and Barbuda,Antigua y Barbuda,Belize,Belice,males,Hombres,2020,8
Antigua and Barbuda,Antigua y Barbuda,British Virgin Islands,Islas Vírgenes Británicas,males,Hombres,2020,50
Antigua and Barbuda,Antigua y Barbuda,Canada,Canadá,males,Hombres,2020,220
Antigua and Barbuda,Antigua y Barbuda,China,China,males,Hombres,2020,69
Antigua and Barbuda,Antigua y Barbuda,Cuba,Cuba,males,Hombres,2020,9
Antigua and Barbuda,Antigua y Barbuda,Dominica,Dominica,males,Hombres,2020,2187
Antigua and Barbuda,Antigua y Barbuda,Dominican Republic,República Dominicana,males,Hombres,2020,703
Antigua and Barbuda,Antigua y Barbuda,Ethiopia,Etiopía,males,Hombres,2020,43
Antigua and Barbuda,Antigua y Barbuda,France,Francia,males,Hombres,2020,20
Antigua and Barbuda,Antigua y Barbuda,French Guiana,Guyana Francesa,males,Hombres,2020,3
Antigua and Barbuda,Antigua y Barbuda,Germany,Alemania,males,Hombres,2020,42
Antigua and Barbuda,Antigua y Barbuda,Ghana,Ghana,males,Hombres,2020,16
Antigua and Barbuda,Antigua y Barbuda,Grenada,Granada,males,Hombres,2020,112
Antigua and Barbuda,Antigua y Barbuda,Guadeloupe,Guadalupe,males,Hombres,2020,39
Antigua and Barbuda,Antigua y Barbuda,Guyana,Guyana,males,Hombres,2020,3027
Antigua and Barbuda,Antigua y Barbuda,Haiti,Haití,males,Hombres,2020,17
Antigua and Barbuda,Antigua y Barbuda,Honduras,Honduras,males,Hombres,2020,4
Antigua and Barbuda,Antigua y Barbuda,India,India,males,Hombres,2020,41
Antigua and Barbuda,Antigua y Barbuda,Italy,Italia,males,Hombres,2020,37
Antigua and Barbuda,Antigua y Barbuda,Jamaica,Jamaica,males,Hombres,2020,1394
Antigua and Barbuda,Antigua y Barbuda,Japan,Japón,males,Hombres,2020,9
Antigua and Barbuda,Antigua y Barbuda,Lebanon,Líbano,males,Hombres,2020,28
Antigua and Barbuda,Antigua y Barbuda,Martinique,Martinica,males,Hombres,2020,3
Antigua and Barbuda,Antigua y Barbuda,Mexico,México,males,Hombres,2020,3
Antigua and Barbuda,Antigua y Barbuda,Montserrat,Montserrat,males,Hombres,2020,599
Antigua and Barbuda,Antigua y Barbuda,Netherlands,Países Bajos,males,Hombres,2020,7
Antigua and Barbuda,Antigua y Barbuda,Curaçao,Curazao,males,Hombres,2020,8
Antigua and Barbuda,Antigua y Barbuda,Aruba,Aruba,males,Hombres,2020,3
Antigua and Barbuda,Antigua y Barbuda,Sint Maarten (Dutch part),Sint Maarten (parte holandesa),males,Hombres,2020,12
Antigua and Barbuda,Antigua y Barbuda,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius y Saba",males,Hombres,2020,5
Antigua and Barbuda,Antigua y Barbuda,New Zealand,Nueva Zelandia,males,Hombres,2020,6
Antigua and Barbuda,Antigua y Barbuda,Nigeria,Nigeria,males,Hombres,2020,19
Antigua and Barbuda,Antigua y Barbuda,Pakistan,Pakistán,males,Hombres,2020,0
Antigua and Barbuda,Antigua y Barbuda,Puerto Rico,Puerto Rico,males,Hombres,2020,27
Antigua and Barbuda,Antigua y Barbuda,Saint Kitts and Nevis,Saint Kitts y Nevis,males,Hombres,2020,232
Antigua and Barbuda,Antigua y Barbuda,Anguilla,Anguila,males,Hombres,2020,20
Antigua and Barbuda,Antigua y Barbuda,Saint Lucia,Santa Lucía,males,Hombres,2020,306
Antigua and Barbuda,Antigua y Barbuda,Saint Vincent and the Grenadines,San Vicente y las Granadinas,males,Hombres,2020,574
Antigua and Barbuda,Antigua y Barbuda,South Africa,Sudáfrica,males,Hombres,2020,22
Antigua and Barbuda,Antigua y Barbuda,Spain,España,males,Hombres,2020,6
Antigua and Barbuda,Antigua y Barbuda,Suriname,Suriname,males,Hombres,2020,22
Antigua and Barbuda,Antigua y Barbuda,Syrian Arab Republic,República Árabe Siria,males,Hombres,2020,123
Antigua and Barbuda,Antigua y Barbuda,Trinidad and Tobago,Trinidad y Tabago,males,Hombres,2020,365
Antigua and Barbuda,Antigua y Barbuda,Turks and Caicos Islands,Islas Turcos y Caicos,males,Hombres,2020,3
Antigua and Barbuda,Antigua y Barbuda,Egypt,Egipto,males,Hombres,2020,5
Antigua and Barbuda,Antigua y Barbuda,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,males,Hombres,2020,509
Antigua and Barbuda,Antigua y Barbuda,United States of America,Estados Unidos de América,males,Hombres,2020,1374
Antigua and Barbuda,Antigua y Barbuda,United States Virgin Islands,Islas Vírgenes Estadounidenses,males,Hombres,2020,361
Antigua and Barbuda,Antigua y Barbuda,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),males,Hombres,2020,20
Antigua and Barbuda,Antigua y Barbuda,Other,Otros,males,Hombres,2020,208
British Virgin Islands,Islas Vírgenes Británicas,Antigua and Barbuda,Antigua y Barbuda,males,Hombres,2020,377
British Virgin Islands,Islas Vírgenes Británicas,Australia,Australia,males,Hombres,2020,6
British Virgin Islands,Islas Vírgenes Británicas,Bahamas,Bahamas,males,Hombres,2020,8
British Virgin Islands,Islas Vírgenes Británicas,Barbados,Barbados,males,Hombres,2020,133
British Virgin Islands,Islas Vírgenes Británicas,Canada,Canadá,males,Hombres,2020,123
British Virgin Islands,Islas Vírgenes Británicas,Dominica,Dominica,males,Hombres,2020,642
British Virgin Islands,Islas Vírgenes Británicas,Dominican Republic,República Dominicana,males,Hombres,2020,971
British Virgin Islands,Islas Vírgenes Británicas,France,Francia,males,Hombres,2020,17
British Virgin Islands,Islas Vírgenes Británicas,Germany,Alemania,males,Hombres,2020,30
British Virgin Islands,Islas Vírgenes Británicas,Guyana,Guyana,males,Hombres,2020,1327
British Virgin Islands,Islas Vírgenes Británicas,India,India,males,Hombres,2020,24
British Virgin Islands,Islas Vírgenes Británicas,Jamaica,Jamaica,males,Hombres,2020,911
British Virgin Islands,Islas Vírgenes Británicas,Lebanon,Líbano,males,Hombres,2020,22
British Virgin Islands,Islas Vírgenes Británicas,Montserrat,Montserrat,males,Hombres,2020,103
British Virgin Islands,Islas Vírgenes Británicas,Puerto Rico,Puerto Rico,males,Hombres,2020,308
British Virgin Islands,Islas Vírgenes Británicas,Saint Kitts and Nevis,Saint Kitts y Nevis,males,Hombres,2020,782
British Virgin Islands,Islas Vírgenes Británicas,Saint Lucia,Santa Lucía,males,Hombres,2020,246
British Virgin Islands,Islas Vírgenes Británicas,Saint Vincent and the Grenadines,San Vicente y las Granadinas,males,Hombres,2020,1428
British Virgin Islands,Islas Vírgenes Británicas,Trinidad and Tobago,Trinidad y Tabago,males,Hombres,2020,378
British Virgin Islands,Islas Vírgenes Británicas,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,males,Hombres,2020,508
British Virgin Islands,Islas Vírgenes Británicas,United States of America,Estados Unidos de América,males,Hombres,2020,904
British Virgin Islands,Islas Vírgenes Británicas,Other,Otros,males,Hombres,2020,1433
Cuba,Cuba,Albania,Albania,males,Hombres,2020,0
Cuba,Cuba,Algeria,Argelia,males,Hombres,2020,3
Cuba,Cuba,Angola,Angola,males,Hombres,2020,11
Cuba,Cuba,Argentina,Argentina,males,Hombres,2020,12
Cuba,Cuba,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),males,Hombres,2020,20
Cuba,Cuba,Bulgaria,Bulgaria,males,Hombres,2020,3
Cuba,Cuba,Canada,Canadá,males,Hombres,2020,14
Cuba,Cuba,Chile,Chile,males,Hombres,2020,38
Cuba,Cuba,China,China,males,Hombres,2020,27
Cuba,Cuba,Colombia,Colombia,males,Hombres,2020,19
Cuba,Cuba,Czechia,Chequia,males,Hombres,2020,7
Cuba,Cuba,Dominican Republic,República Dominicana,males,Hombres,2020,3
Cuba,Cuba,Ecuador,Ecuador (el),males,Hombres,2020,19
Cuba,Cuba,France,Francia,males,Hombres,2020,35
Cuba,Cuba,Germany,Alemania,males,Hombres,2020,48
Cuba,Cuba,Greenland,Groenlandia,males,Hombres,2020,0
Cuba,Cuba,Grenada,Granada,males,Hombres,2020,0
Cuba,Cuba,Guatemala,Guatemala,males,Hombres,2020,8
Cuba,Cuba,Haiti,Haití,males,Hombres,2020,29
Cuba,Cuba,Hungary,Hungría,males,Hombres,2020,4
Cuba,Cuba,Italy,Italia,males,Hombres,2020,227
Cuba,Cuba,Jamaica,Jamaica,males,Hombres,2020,16
Cuba,Cuba,Lebanon,Líbano,males,Hombres,2020,6
Cuba,Cuba,Mexico,México,males,Hombres,2020,47
Cuba,Cuba,Nicaragua,Nicaragua,males,Hombres,2020,25
Cuba,Cuba,Panama,Panamá,males,Hombres,2020,3
Cuba,Cuba,Peru,Perú,males,Hombres,2020,16
Cuba,Cuba,Poland,Polonia,males,Hombres,2020,2
Cuba,Cuba,Puerto Rico,Puerto Rico,males,Hombres,2020,3
Cuba,Cuba,Romania,Rumania,males,Hombres,2020,17
Cuba,Cuba,Russian Federation,Federación de Rusia,males,Hombres,2020,93
Cuba,Cuba,Spain,España,males,Hombres,2020,225
Cuba,Cuba,Ukraine,Ucrania,males,Hombres,2020,33
Cuba,Cuba,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,males,Hombres,2020,14
Cuba,Cuba,United States of America,Estados Unidos de América,males,Hombres,2020,84
Cuba,Cuba,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),males,Hombres,2020,94
Cuba,Cuba,Other,Otros,males,Hombres,2020,107
Dominican Republic,República Dominicana,Antigua and Barbuda,Antigua y Barbuda,males,Hombres,2020,99
Dominican Republic,República Dominicana,Argentina,Argentina,males,Hombres,2020,625
Dominican Republic,República Dominicana,Australia,Australia,males,Hombres,2020,28
Dominican Republic,República Dominicana,Austria,Austria,males,Hombres,2020,138
Dominican Republic,República Dominicana,Bahamas,Bahamas,males,Hombres,2020,31
Dominican Republic,República Dominicana,Bahrain,Bahrein,males,Hombres,2020,18
Dominican Republic,República Dominicana,Belgium,Bélgica,males,Hombres,2020,164
Dominican Republic,República Dominicana,Bermuda,Bermuda,males,Hombres,2020,13
Dominican Republic,República Dominicana,Bhutan,Bhután,males,Hombres,2020,8
Dominican Republic,República Dominicana,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),males,Hombres,2020,105
Dominican Republic,República Dominicana,Bosnia and Herzegovina,Bosnia y Herzegovina,males,Hombres,2020,5
Dominican Republic,República Dominicana,Brazil,Brasil,males,Hombres,2020,333
Dominican Republic,República Dominicana,British Virgin Islands,Islas Vírgenes Británicas,males,Hombres,2020,39
Dominican Republic,República Dominicana,Bulgaria,Bulgaria,males,Hombres,2020,45
Dominican Republic,República Dominicana,Burundi,Burundi,males,Hombres,2020,0
Dominican Republic,República Dominicana,Cambodia,Camboya,males,Hombres,2020,65
Dominican Republic,República Dominicana,Cameroon,Camerún,males,Hombres,2020,12
Dominican Republic,República Dominicana,Canada,Canadá,males,Hombres,2020,711
Dominican Republic,República Dominicana,Cabo Verde,Cabo Verde,males,Hombres,2020,0
Dominican Republic,República Dominicana,Central African Republic,República Centroafricana,males,Hombres,2020,90
Dominican Republic,República Dominicana,Chad,Chad,males,Hombres,2020,3
Dominican Republic,República Dominicana,Chile,Chile,males,Hombres,2020,369
Dominican Republic,República Dominicana,China,China,males,Hombres,2020,2554
Dominican Republic,República Dominicana,Colombia,Colombia,males,Hombres,2020,1507
Dominican Republic,República Dominicana,Cook Islands,Islas Cook,males,Hombres,2020,2
Dominican Republic,República Dominicana,Costa Rica,Costa Rica,males,Hombres,2020,171
Dominican Republic,República Dominicana,Cuba,Cuba,males,Hombres,2020,1984
Dominican Republic,República Dominicana,Czechia,Chequia,males,Hombres,2020,16
Dominican Republic,República Dominicana,Denmark,Dinamarca,males,Hombres,2020,16
Dominican Republic,República Dominicana,Dominica,Dominica,males,Hombres,2020,6
Dominican Republic,República Dominicana,Ecuador,Ecuador (el),males,Hombres,2020,310
Dominican Republic,República Dominicana,El Salvador,El Salvador,males,Hombres,2020,132
Dominican Republic,República Dominicana,Finland,Finlandia,males,Hombres,2020,11
Dominican Republic,República Dominicana,France,Francia,males,Hombres,2020,2734
Dominican Republic,República Dominicana,State of Palestine,Estado de Palestina,males,Hombres,2020,11
Dominican Republic,República Dominicana,Germany,Alemania,males,Hombres,2020,1221
Dominican Republic,República Dominicana,Greece,Grecia,males,Hombres,2020,48
Dominican Republic,República Dominicana,Guadeloupe,Guadalupe,males,Hombres,2020,34
Dominican Republic,República Dominicana,Guatemala,Guatemala,males,Hombres,2020,241
Dominican Republic,República Dominicana,Guyana,Guyana,males,Hombres,2020,17
Dominican Republic,República Dominicana,Haiti,Haití,males,Hombres,2020,323796
Dominican Republic,República Dominicana,Honduras,Honduras,males,Hombres,2020,213
Dominican Republic,República Dominicana,Hungary,Hungría,males,Hombres,2020,15
Dominican Republic,República Dominicana,India,India,males,Hombres,2020,72
Dominican Republic,República Dominicana,Iran (Islamic Republic of),Irán (República Islámica del),males,Hombres,2020,25
Dominican Republic,República Dominicana,Iraq,Iraq (el),males,Hombres,2020,19
Dominican Republic,República Dominicana,Ireland,Irlanda,males,Hombres,2020,20
Dominican Republic,República Dominicana,Israel,Israel,males,Hombres,2020,46
Dominican Republic,República Dominicana,Italy,Italia,males,Hombres,2020,3255
Dominican Republic,República Dominicana,Jamaica,Jamaica,males,Hombres,2020,100
Dominican Republic,República Dominicana,Japan,Japón,males,Hombres,2020,182
Dominican Republic,República Dominicana,Kazakhstan,Kazajstán,males,Hombres,2020,5
Dominican Republic,República Dominicana,Republic of Korea,República de Corea,males,Hombres,2020,333
Dominican Republic,República Dominicana,Lebanon,Líbano,males,Hombres,2020,104
Dominican Republic,República Dominicana,Malaysia,Malasia,males,Hombres,2020,7
Dominican Republic,República Dominicana,Malta,Malta,males,Hombres,2020,14
Dominican Republic,República Dominicana,Martinique,Martinica,males,Hombres,2020,24
Dominican Republic,República Dominicana,Mexico,México,males,Hombres,2020,815
Dominican Republic,República Dominicana,Republic of Moldova,la República de Moldova,males,Hombres,2020,5
Dominican Republic,República Dominicana,Morocco,Marruecos,males,Hombres,2020,26
Dominican Republic,República Dominicana,Netherlands,Países Bajos,males,Hombres,2020,400
Dominican Republic,República Dominicana,Aruba,Aruba,males,Hombres,2020,103
Dominican Republic,República Dominicana,Nicaragua,Nicaragua,males,Hombres,2020,131
Dominican Republic,República Dominicana,Nigeria,Nigeria,males,Hombres,2020,20
Dominican Republic,República Dominicana,Norway,Noruega,males,Hombres,2020,33
Dominican Republic,República Dominicana,Pakistan,Pakistán,males,Hombres,2020,61
Dominican Republic,República Dominicana,Panama,Panamá,males,Hombres,2020,410
Dominican Republic,República Dominicana,Paraguay,Paraguay,males,Hombres,2020,14
Dominican Republic,República Dominicana,Peru,Perú,males,Hombres,2020,906
Dominican Republic,República Dominicana,Philippines,Filipinas,males,Hombres,2020,26
Dominican Republic,República Dominicana,Poland,Polonia,males,Hombres,2020,31
Dominican Republic,República Dominicana,Portugal,Portugal,males,Hombres,2020,67
Dominican Republic,República Dominicana,Puerto Rico,Puerto Rico,males,Hombres,2020,2662
Dominican Republic,República Dominicana,Romania,Rumania,males,Hombres,2020,19
Dominican Republic,República Dominicana,Russian Federation,Federación de Rusia,males,Hombres,2020,207
Dominican Republic,República Dominicana,Saint Helena,Santa Helena,males,Hombres,2020,50
Dominican Republic,República Dominicana,Saint Kitts and Nevis,Saint Kitts y Nevis,males,Hombres,2020,87
Dominican Republic,República Dominicana,Anguilla,Anguila,males,Hombres,2020,21
Dominican Republic,República Dominicana,Saint Pierre and Miquelon,San Pedro y Miquelón,males,Hombres,2020,40
Dominican Republic,República Dominicana,Saudi Arabia,Arabia Saudita,males,Hombres,2020,14
Dominican Republic,República Dominicana,Serbia,Serbia,males,Hombres,2020,34
Dominican Republic,República Dominicana,South Africa,Sudáfrica,males,Hombres,2020,3
Dominican Republic,República Dominicana,Spain,España,males,Hombres,2020,4534
Dominican Republic,República Dominicana,Suriname,Suriname,males,Hombres,2020,17
Dominican Republic,República Dominicana,Sweden,Suecia,males,Hombres,2020,45
Dominican Republic,República Dominicana,Switzerland,Suiza,males,Hombres,2020,719
Dominican Republic,República Dominicana,Syrian Arab Republic,República Árabe Siria,males,Hombres,2020,16
Dominican Republic,República Dominicana,Trinidad and Tobago,Trinidad y Tabago,males,Hombres,2020,14
Dominican Republic,República Dominicana,Turkey,Turquía,males,Hombres,2020,22
Dominican Republic,República Dominicana,Turks and Caicos Islands,Islas Turcos y Caicos,males,Hombres,2020,15
Dominican Republic,República Dominicana,Ukraine,Ucrania,males,Hombres,2020,26
Dominican Republic,República Dominicana,North Macedonia,Macedonia del Norte,males,Hombres,2020,16
Dominican Republic,República Dominicana,United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,males,Hombres,2020,268
Dominican Republic,República Dominicana,United States of America,Estados Unidos de América,males,Hombres,2020,7684
Dominican Republic,República Dominicana,United States Virgin Islands,Islas Vírgenes Estadounidenses,males,Hombres,2020,46
Dominican Republic,República Dominicana,Uruguay,Uruguay,males,Hombres,2020,98
Dominican Republic,República Dominicana,Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),males,Hombres,2020,15722
Dominican Republic,República Dominicana,Wallis and Futuna Islands,Islas Wallis y Futuna,males,Hombres,2020,5
Dominican Republic,República Dominicana,Other,Otros,males,Hombres,2020,4964
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Antigua and Barbuda,Antigua y Barbuda,males,Hombres,2020,255
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Barbados,Barbados,males,Hombres,2020,38
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),British Virgin Islands,Islas Vírgenes Británicas,males,Hombres,2020,435
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Canada,Canadá,males,Hombres,2020,20
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),China,China,males,Hombres,2020,97
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Colombia,Colombia,males,Hombres,2020,90
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Cuba,Cuba,males,Hombres,2020,324
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Dominica,Dominica,males,Hombres,2020,811
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Dominican Republic,República Dominicana,males,Hombres,2020,1346
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),France,Francia,males,Hombres,2020,50
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Guadeloupe,Guadalupe,males,Hombres,2020,1010
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Guyana,Guyana,males,Hombres,2020,928
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Haiti,Haití,males,Hombres,2020,1671
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),India,India,males,Hombres,2020,839
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Indonesia,Indonesia,males,Hombres,2020,39
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Jamaica,Jamaica,males,Hombres,2020,1070
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Lebanon,Líbano,males,Hombres,2020,205
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Martinique,Martinica,males,Hombres,2020,38
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Netherlands,Países Bajos,males,Hombres,2020,374
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Curaçao,Curazao,males,Hombres,2020,765
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Aruba,Aruba,males,Hombres,2020,595
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius y Saba",males,Hombres,2020,81
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Puerto Rico,Puerto Rico,males,Hombres,2020,13
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Kitts and Nevis,Saint Kitts y Nevis,males,Hombres,2020,395
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Anguilla,Anguila,males,Hombres,2020,220
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Lucia,Santa Lucía,males,Hombres,2020,234
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Saint Vincent and the Grenadines,San Vicente y las Granadinas,males,Hombres,2020,39
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Suriname,Suriname,males,Hombres,2020,252
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Trinidad and Tobago,Trinidad y Tabago,males,Hombres,2020,78
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United Kingdom,Reino Unido de Gran Bretaña e Irlanda del Norte,males,Hombres,2020,30
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United States of America,Estados Unidos de América,males,Hombres,2020,148
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),United States Virgin Islands,Islas Vírgenes Estadounidenses,males,Hombres,2020,38
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Venezuela (Bolivarian Republic of),Venezuela (República Bolivariana de),males,Hombres,2020,23
Sint Maarten (Dutch part),Sint Maarten (parte holandesa),Other,Otros,males,Hombres,2020,1271
Costa Rica,Costa Rica,Afghanistan,Afganistán,males,Hombres,2020,1
Costa Rica,Costa Rica,Albania,Albania,males,Hombres,2020,4
Costa Rica,Costa Rica,Algeria,Argelia,males,Hombres,2020,6
Costa Rica,Costa Rica,Angola,Angola,males,Hombres,2020,2
Costa Rica,Costa Rica,Azerbaijan,Azerbaiyán,males,Hombres,2020,2
Costa Rica,Costa Rica,Argentina,Argentina,males,Hombres,2020,892
Costa Rica,Costa Rica,Australia,Australia,males,Hombres,2020,41
Costa Rica,Costa Rica,Austria,Austria,males,Hombres,2020,112
Costa Rica,Costa Rica,Bahamas,Bahamas,males,Hombres,2020,11
Costa Rica,Costa Rica,Bahrain,Bahrein,males,Hombres,2020,1
Costa Rica,Costa Rica,Bangladesh,Bangladesh,males,Hombres,2020,3
Costa Rica,Costa Rica,Armenia,Armenia,males,Hombres,2020,5
Costa Rica,Costa Rica,Barbados,Barbados,males,Hombres,2020,9
Costa Rica,Costa Rica,Belgium,Bélgica,males,Hombres,2020,214
Costa Rica,Costa Rica,Bermuda,Bermuda,males,Hombres,2020,8
Costa Rica,Costa Rica,Bhutan,Bhután,males,Hombres,2020,3
Costa Rica,Costa Rica,Bolivia (Plurinational State of),Bolivia (Estado Plurinacional de),males,Hombres,2020,285
Costa Rica,Costa Rica,Brazil,Brasil,males,Hombres,2020,337
Costa Rica,Costa Rica,Belize,Belice,males,Hombres,2020,104
Costa Rica,Costa Rica,Bulgaria,Bulgaria,males,Hombres,2020,41
Costa Rica,Costa Rica,Myanmar,Myanmar,males,Hombres,2020,5
Costa Rica,Costa Rica,Belarus,Belarús,males,Hombres,2020,3
Costa Rica,Costa Rica,Cambodia,Camboya,males,Hombres,2020,0
Costa Rica,Costa Rica,Cameroon,Camerún,males,Hombres,2020,6
Costa Rica,Costa Rica,Canada,Canadá,males,Hombres,2020,987
Costa Rica,Costa Rica,Cayman Islands,Islas Caimán,males,Hombres,2020,8
Costa Rica,Costa Rica,Central African Republic,República Centroafricana,males,Hombres,2020,5
Costa Rica,Costa Rica,Sri Lanka,Sri Lanka,males,Hombres,2020,1
Costa Rica,Costa Rica,Chile,Chile,males,Hombres,2020,1113
Costa Rica,Costa Rica,China,China,males,Hombres,2020,225
Costa Rica,Costa Rica,Colombia,Colombia,males,Hombres,2020,13157
Costa Rica,Costa Rica,Congo,Congo,males,Hombres,2020,6
Costa Rica,Costa Rica,Democratic Republic of the Congo,República Democrática del Congo,males,Hombres,2020,0
Costa Rica,Costa Rica,Croatia,Croacia,males,Hombres,2020,15
Costa Rica,Costa Rica,Cuba,Cuba,males,Hombres,2020,3783
Costa Rica,Costa Rica,Cyprus,Chipre,males,Hombres,2020,3
Costa Rica,Costa Rica,Benin,Benin,males,Hombres,2020,0
Costa Rica,Costa Rica,Denmark,Dinamarca,males,Hombres,2020,44
